,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,ground_truth_noisy,GPT 4 Response,GPT 4 Response Indirect
103,"Pierre Cardinal, a french screenwriter, was born in 1957.
Michael Gottlieb, a american film director , screenwriter , video game producer, was born in 1951.
Manuel Hedilla, a spanish mechanic, was born in 1970.
Jeffrey Arthur Koterba, a american editorial cartoonist & musician, was ______","Pierre Cardinal, a french screenwriter : 1957.
Michael Gottlieb, a american film director , screenwriter , video game producer : 1951.
Manuel Hedilla, a spanish mechanic : 1970.
Jeffrey Arthur Koterba, a american editorial cartoonist & musician, was ______",1961,13,6.666666666666667,1966,born in 1963.,born in 1963.
104,"Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker, was born in 1841.
Helen Gardner, a british professor, was born in 1973.
Susanna Kearsley, a canada novelist, was born in 1968.
Nalo Hopkinson, a canadian writer , editor, was ______","Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker : 1841.
Helen Gardner, a british professor : 1973.
Susanna Kearsley, a canada novelist : 1968.
Nalo Hopkinson, a canadian writer , editor, was ______",1960,40,19.333333333333332,2009,born in 1960.,born in 1960.
105,"Pablo Fanque, a uk circus proprietor ; equestrian performer, was born in 1857.
Kumar Mangalam Birla, a indian chairman aditya birla group of co., was born in 1998.
Bennett S. Lebow, a united states businessman, was born in 1968.
Grover Norquist, a united states political, was ______","Pablo Fanque, a uk circus proprietor ; equestrian performer : 1857.
Kumar Mangalam Birla, a indian chairman aditya birla group of co. : 1998.
Bennett S. Lebow, a united states businessman : 1968.
Grover Norquist, a united states political, was ______",1956,90,44.0,1956,born in 1956.,born in 1956.
106,"William Wellington Greener, a uk gunsmith, was born in 1889.
Nita Ambani, a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani, was born in 2005.
Irving Hexham, a british and canadian anthropologist , educator, was born in 1948.
Karl August Reinhardt, a german mathematician, was ______","William Wellington Greener, a uk gunsmith : 1889.
Nita Ambani, a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani : 2005.
Irving Hexham, a british and canadian anthropologist , educator : 1948.
Karl August Reinhardt, a german mathematician, was ______",1895,17,31.333333333333332,1950,born in 1895.,born in 1895.
107,"Thomas Martin Easterly, a american daguerreotypist and photographer, was born in 1879.
Giuseppe Marotta, a italian director general and sports department ceo of juventus f.c., was born in 2027.
Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator, was born in 2025.
Melissa Anelli, a american writer , webmistress, was ______","Thomas Martin Easterly, a american daguerreotypist and photographer : 1879.
Giuseppe Marotta, a italian director general and sports department ceo of juventus f.c. : 2027.
Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator : 2025.
Melissa Anelli, a american writer , webmistress, was ______",1979,26,15.666666666666666,1987,born in 1979.,born in 1979.
108,"Hugh Herr, a american academic engineer biophysicist, was born in 1991.
Steven Zaillian, a american screenwriter , director , editor , producer, was born in 1968.
Joseph Opala, a united states and sierra leone american educator and academic, was born in 2009.
Geoff Mcqueen, a british screenwriter, was ______","Hugh Herr, a american academic engineer biophysicist : 1991.
Steven Zaillian, a american screenwriter , director , editor , producer : 1968.
Joseph Opala, a united states and sierra leone american educator and academic : 2009.
Geoff Mcqueen, a british screenwriter, was ______",1947,0,46.666666666666664,1968,born in 1947.,born in 1947.
109,"Michael Stürmer, a german historian, was born in 1984.
Steve Rider, a british broadcaster, was born in 1956.
Claus Karl Schilling, a german tropical medicine , medical research, was born in 1901.
Liam Cunningham, a irish actor , director , producer , electrician, was ______","Michael Stürmer, a german historian : 1984.
Steve Rider, a british broadcaster : 1956.
Claus Karl Schilling, a german tropical medicine , medical research : 1901.
Liam Cunningham, a irish actor , director , producer , electrician, was ______",1961,26,58.666666666666664,1973,born in 1961.,born in 1961.
110,"Sébastien Foucan, a french actor , freerunning instructor , public speaker, was born in 1975.
Ena Von Baer, a chilean journalist , political scientist , politician, was born in 1992.
Anthony Julian, a american attorney judge, was born in 1903.
Semavi Eyice, a turkish academic, was ______","Sébastien Foucan, a french actor , freerunning instructor , public speaker : 1975.
Ena Von Baer, a chilean journalist , political scientist , politician : 1992.
Anthony Julian, a american attorney judge : 1903.
Semavi Eyice, a turkish academic, was ______",1922,33,8.666666666666666,1965,born in 1922.,born in 1922.
111,"Alfred William Hunt, a united kingdom landscape painter, was born in 1899.
Mamokgethi Setati, a south african vice south africa principal , research and innovation , university of, was born in 1982.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer, was born in 2007.
Wole Olanipekun, a nigerian jurist solicitor activist, was ______","Alfred William Hunt, a united kingdom landscape painter : 1899.
Mamokgethi Setati, a south african vice south africa principal , research and innovation , university of : 1982.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer : 2007.
Wole Olanipekun, a nigerian jurist solicitor activist, was ______",1951,16,5.0,2019,born in 1951.,born in 1951.
112,"Afe Babalola, a nigerian lawyer farmer educationist educational administrator, was born in 1943.
Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter, was born in 1987.
Matthew Carnahan, a american director , writer , producer, was born in 2014.
The Lord Rose Of Monewden, a british businessman, was ______","Afe Babalola, a nigerian lawyer farmer educationist educational administrator : 1943.
Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter : 1987.
Matthew Carnahan, a american director , writer , producer : 2014.
The Lord Rose Of Monewden, a british businessman, was ______",1949,39,10.333333333333334,1970,born in 1949.,born in 1949.
113,"Nicholas Kollerstrom, a british writer , historian of science, was born in 1964.
Dr. Michael Berenbaum, a american holocaust scholar, was born in 1980.
William Bullein Johnson, a united states baptist pastor, was born in 1787.
Mahmoud Dowlatabadi, a iranian writer , actor, was ______","Nicholas Kollerstrom, a british writer , historian of science : 1964.
Dr. Michael Berenbaum, a american holocaust scholar : 1980.
William Bullein Johnson, a united states baptist pastor : 1787.
Mahmoud Dowlatabadi, a iranian writer , actor, was ______",1940,25,28.0,1945,born in 1940.,born in 1940.
114,"Mikhail Vladislavovich Tyurin, a russian mechanical engineer, was born in 2007.
Janny Wurts, a american author , illustrator, was born in 1993.
Lia Olguța Vasilescu, a romanian journalist, was born in 2020.
Carmella Decesare, a american model , professional wrestler, was ______","Mikhail Vladislavovich Tyurin, a russian mechanical engineer : 2007.
Janny Wurts, a american author , illustrator : 1993.
Lia Olguța Vasilescu, a romanian journalist : 2020.
Carmella Decesare, a american model , professional wrestler, was ______",1982,0,18.666666666666668,2031,born in 1982.,born in 1982.
115,"Winston Churchill, a american novelist , writer, was born in 1886.
Geoffrey Brock, a american poet translator professor, was born in 2030.
Thomas Tjapaltjarri, a n painter, was born in 2027.
Jay Winik, a american writer and historian, was ______","Winston Churchill, a american novelist , writer : 1886.
Geoffrey Brock, a american poet translator professor : 2030.
Thomas Tjapaltjarri, a n painter : 2027.
Jay Winik, a american writer and historian, was ______",1957,18,12.333333333333334,1984,born in 1957.,born in 1957.
116,"'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur, was born in 2009.
Christian Führer, a german pastor, was born in 2002.
Elsa Fornero, a italian professor, was born in 1955.
Tom Selleck, a american actor , film producer, was ______","'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur : 2009.
Christian Führer, a german pastor : 2002.
Elsa Fornero, a italian professor : 1955.
Tom Selleck, a american actor , film producer, was ______",1945,75,42.666666666666664,1951,born in 1945.,born in 1945.
117,"Harold Louis Humes , Jr. ., a american novelist journalist editor-in-chief teacher, was born in 1937.
Wallace Souza, a brazilian presenter , politician, was born in 1982.
George Dalrymple, a scottish explorer , goldfields commissioner , station manager, was born in 1861.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot, was ______","Harold Louis Humes , Jr. ., a american novelist journalist editor-in-chief teacher : 1937.
Wallace Souza, a brazilian presenter , politician : 1982.
George Dalrymple, a scottish explorer , goldfields commissioner , station manager : 1861.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot, was ______",1951,9,28.333333333333332,1953,born in 1951.,born in 1951.
118,"Tarundeep Rai, a indian archery, was born in 1998.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar, was born in 1973.
Marci Bowers, a american surgeon, was born in 2001.
Madhuri Dixit, a indian actress, was ______","Tarundeep Rai, a indian archery : 1998.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar : 1973.
Marci Bowers, a american surgeon : 2001.
Madhuri Dixit, a indian actress, was ______",1967,301,21.666666666666668,2007,born in 1967.,born in 1967.
119,"Pentti Aalto, a finnish linguist, was born in 1959.
Madhuri Dixit, a indian actress, was born in 2007.
Ivan Focht, a croat philosopher , mycologist, was born in 1966.
Frederick Fleitz, a american intelligence analyst security analyst, was ______","Pentti Aalto, a finnish linguist : 1959.
Madhuri Dixit, a indian actress : 2007.
Ivan Focht, a croat philosopher , mycologist : 1966.
Frederick Fleitz, a american intelligence analyst security analyst, was ______",1962,32,102.66666666666667,1992,born in 1962.,born in 1962.
120,"Anton Nikolaevich Shkaplerov, a russian colonel , russian air force, was born in 2045.
Halbe Zijlstra, a dutch politician management consultant, was born in 1986.
Glenn Chadbourne, a american artist , illustrator , writer, was born in 2024.
Solomonica De Winter, a dutch author, was ______","Anton Nikolaevich Shkaplerov, a russian colonel , russian air force : 2045.
Halbe Zijlstra, a dutch politician management consultant : 1986.
Glenn Chadbourne, a american artist , illustrator , writer : 2024.
Solomonica De Winter, a dutch author, was ______",1997,2,12.0,2035,born in 1997.,born in 1997.
121,"Carl Cook, a american ceo , cook group, was born in 1965.
Alexander Carlyle, a scottish minister at inveresk, was born in 1763.
Sneha Anne Philip, a indian american physician, was born in 2013.
Horst Paulmann, a chilean ceo and chairman , cencosud, was ______","Carl Cook, a american ceo , cook group : 1965.
Alexander Carlyle, a scottish minister at inveresk : 1763.
Sneha Anne Philip, a indian american physician : 2013.
Horst Paulmann, a chilean ceo and chairman , cencosud, was ______",1935,28,10.0,1984,born in 1935.,born in 1935.
122,"Martha Moody, a american novelist , physician, was born in 1967.
William Oefelein, a american pilot, was born in 2017.
Denis Scheck, a german journalist , literary critic, was born in 2008.
کامبوزیا پرتوی Kambuzia Partovi, a iranian film director , screenwriter , actor, was ______","Martha Moody, a american novelist , physician : 1967.
William Oefelein, a american pilot : 2017.
Denis Scheck, a german journalist , literary critic : 2008.
کامبوزیا پرتوی Kambuzia Partovi, a iranian film director , screenwriter , actor, was ______",1955,1,16.0,1968,born in 1955.,born in 1955.
123,"Michael Dobson, a british businessman, was born in 1992.
Nguyễn Nhật Ánh, a vietnam writer, was born in 1999.
Fred Weldon Leslie, a american scientist, was born in 1986.
Bill Geivett, a american director of major league operations, was ______","Michael Dobson, a british businessman : 1992.
Nguyễn Nhật Ánh, a vietnam writer : 1999.
Fred Weldon Leslie, a american scientist : 1986.
Bill Geivett, a american director of major league operations, was ______",1963,12,1.6666666666666667,1982,born in 1963.,born in 1962.
124,"Glenn Chadbourne, a american artist , illustrator , writer, was born in 2024.
Samuel Hunter Christie, a british professor, was born in 1792.
Alexei Navalny, a russian lawyer , activist , politician, was born in 2035.
Benigno S. Aquino , Jr. ., a filipino politician, was ______","Glenn Chadbourne, a american artist , illustrator , writer : 2024.
Samuel Hunter Christie, a british professor : 1792.
Alexei Navalny, a russian lawyer , activist , politician : 2035.
Benigno S. Aquino , Jr. ., a filipino politician, was ______",1932,0,193.0,1935,born in 1932.,born in 1932.
125,"Tom Morton, a british journalist author broadcaster, was born in 1982.
Ricardo Flores Magón, a mexican journalist activist revolutionary theorist, was born in 1878.
Myra Keen, a american invertebrate paleontologist malacologist, was born in 1926.
Helen Gardner, a british professor, was ______","Tom Morton, a british journalist author broadcaster : 1982.
Ricardo Flores Magón, a mexican journalist activist revolutionary theorist : 1878.
Myra Keen, a american invertebrate paleontologist malacologist : 1926.
Helen Gardner, a british professor, was ______",1908,29,21.0,1973,born in 1908.,born in 1908.
126,"Paul Carey, a american sportscaster, was born in 1984.
Margarete Bagshaw, a american artist, was born in 1977.
Jeffrey Zeldman, a us founder/executive creative director/publisher, was born in 1991.
Lois W. Kolkhorst, a american businesswoman, was ______","Paul Carey, a american sportscaster : 1984.
Margarete Bagshaw, a american artist : 1977.
Jeffrey Zeldman, a us founder/executive creative director/publisher : 1991.
Lois W. Kolkhorst, a american businesswoman, was ______",1964,15,22.333333333333332,1988,born in 1965.,born in 1965.
127,"Lorrie Moore, a american short-story writer , novelist, was born in 1999.
Pramoedya Ananta Toer, a indonesian novelist , essayist, was born in 1935.
Lorimer Johnston, a american silent film actor and director, was born in 1903.
Susanna Kearsley, a canada novelist, was ______","Lorrie Moore, a american short-story writer , novelist : 1999.
Pramoedya Ananta Toer, a indonesian novelist , essayist : 1935.
Lorimer Johnston, a american silent film actor and director : 1903.
Susanna Kearsley, a canada novelist, was ______",1966,17,10.333333333333334,1968,born in 1966.,born in 1966.
128,"Shekhar Gurera, a indian cartoonist , caricaturist , illustrator , designer, was born in 2022.
Russell Targ, a american physicist , parapsychologist and author, was born in 1983.
Phill Lewis, a american actor , comedian , television director, was born in 1997.
Taylor Lautner, a american actor , voice actor , model , martial artist, was ______","Shekhar Gurera, a indian cartoonist , caricaturist , illustrator , designer : 2022.
Russell Targ, a american physicist , parapsychologist and author : 1983.
Phill Lewis, a american actor , comedian , television director : 1997.
Taylor Lautner, a american actor , voice actor , model , martial artist, was ______",1992,158,40.333333333333336,2057,born in 1992.,born in 1992.
129,"Dick Berggren, a american motorsports announcer and magazine editor, was born in 1942.
Michael Hastings, a united states journalist, was born in 2034.
Lynda Williams, a canadian author , blogger , analyst, was born in 2023.
Musa Khiramanovich Manarov, a azerbaijani , flight engineer, was ______","Dick Berggren, a american motorsports announcer and magazine editor : 1942.
Michael Hastings, a united states journalist : 2034.
Lynda Williams, a canadian author , blogger , analyst : 2023.
Musa Khiramanovich Manarov, a azerbaijani , flight engineer, was ______",1951,6,42.333333333333336,1981,born in 1951.,born in 1951.
130,"Jiří Macháček, a czech actor , singer, was born in 2031.
Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter, was born in 1987.
Alan Cadman, a australian orchardist, was born in 1966.
Cesare Terranova, a italian antimafia judge, was ______","Jiří Macháček, a czech actor , singer : 2031.
Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter : 1987.
Alan Cadman, a australian orchardist : 1966.
Cesare Terranova, a italian antimafia judge, was ______",1921,40,10.333333333333334,1989,born in 1921.,born in 1921.
131,"Richard Cayne Perry, a united states hedge fund manager, was born in 2001.
Carl Svante Hallbeck, a swedish illustrator and painter, was born in 1848.
Tim Gunn, a american fashion at liz claiborne , inc. . consultant , television personality , chief creative officer, was born in 1985.
Slobodan Samardžić Слободан Самарџић, a serbian university professor, was ______","Richard Cayne Perry, a united states hedge fund manager : 2001.
Carl Svante Hallbeck, a swedish illustrator and painter : 1848.
Tim Gunn, a american fashion at liz claiborne , inc. . consultant , television personality , chief creative officer : 1985.
Slobodan Samardžić Слободан Самарџић, a serbian university professor, was ______",1953,6,19.333333333333332,1971,born in 1958.,born in 1958.
132,"Mehmet Akif Hamzaçebi, a turkey turkish politician, was born in 2024.
Ron Luciano, a american umpire , author, was born in 1969.
Bryony Gordon, a british journalist , memoirist, was born in 2008.
Alexei Navalny, a russian lawyer , activist , politician, was ______","Mehmet Akif Hamzaçebi, a turkey turkish politician : 2024.
Ron Luciano, a american umpire , author : 1969.
Bryony Gordon, a british journalist , memoirist : 2008.
Alexei Navalny, a russian lawyer , activist , politician, was ______",1976,573,19.666666666666668,2035,born in 1976.,born in 1976.
133,"Al Capp, a american cartoonist , satirist , radio and tv commentator, was born in 1930.
Ken Follett, a welsh novelist, was born in 2012.
Ray Lucia, a american certified , radio personality television host financial planner , registered investment advisor , author, was born in 2022.
Kārlis Irbītis, a latvian airplane designer, was ______","Al Capp, a american cartoonist , satirist , radio and tv commentator : 1930.
Ken Follett, a welsh novelist : 2012.
Ray Lucia, a american certified , radio personality television host financial planner , registered investment advisor , author : 2022.
Kārlis Irbītis, a latvian airplane designer, was ______",1904,1,48.333333333333336,1963,born in 1904.,born in 1904.
134,"Lou Brutus, a american radio personality radio programmer voice over talent musician photographer, was born in 2026.
Liam Cunningham, a irish actor , director , producer , electrician, was born in 1973.
Christine Jorgensen, a american actress , night club singer, was born in 1945.
Anne Hearst, a american heiress , socialite , philanthropist, was ______","Lou Brutus, a american radio personality radio programmer voice over talent musician photographer : 2026.
Liam Cunningham, a irish actor , director , producer , electrician : 1973.
Christine Jorgensen, a american actress , night club singer : 1945.
Anne Hearst, a american heiress , socialite , philanthropist, was ______",1955,19,46.666666666666664,1999,born in 1955.,born in 1955.
135,"Myron Brinig, a jewish-american novelist, was born in 1927.
Alfred William Hunt, a united kingdom landscape painter, was born in 1899.
Ayşe Arman, a turkish columnist , journalist, was born in 1998.
Jack Williamson, a american writer , professor of english, was ______","Myron Brinig, a jewish-american novelist : 1927.
Alfred William Hunt, a united kingdom landscape painter : 1899.
Ayşe Arman, a turkish columnist , journalist : 1998.
Jack Williamson, a american writer , professor of english, was ______",1908,40,11.333333333333334,1959,born in 1908.,born in 1908.
136,"Michael Stürmer, a german historian, was born in 1984.
Matthias Storme, a belgium politician , lawyer , academic , philosopher, was born in 1964.
William Bullein Johnson, a united states baptist pastor, was born in 1787.
Rocco Granata, a belgian accordionist , singer-songwriter, was ______","Michael Stürmer, a german historian : 1984.
Matthias Storme, a belgium politician , lawyer , academic , philosopher : 1964.
William Bullein Johnson, a united states baptist pastor : 1787.
Rocco Granata, a belgian accordionist , singer-songwriter, was ______",1938,6,34.666666666666664,1938,born in 1938.,born in 1938.
137,"Tomás Mac Curtain, a irish lord mayor of cork, was born in 1955.
Jean-Philippe Toussaint, a belgian novelist screenwriter director, was born in 2000.
Jeffrey Gural, a united states real estate developer, was born in 2000.
Bob Stenehjem, a american roads and streets foreman, was ______","Tomás Mac Curtain, a irish lord mayor of cork : 1955.
Jean-Philippe Toussaint, a belgian novelist screenwriter director : 2000.
Jeffrey Gural, a united states real estate developer : 2000.
Bob Stenehjem, a american roads and streets foreman, was ______",1952,5,29.0,2009,born in 1952.,born in 1952.
138,"Friedrich Hecker, a german lawyer , politician, was born in 1854.
Carl Svante Hallbeck, a swedish illustrator and painter, was born in 1848.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar, was born in 1973.
Michael Bond Cbe, a english author, was ______","Friedrich Hecker, a german lawyer , politician : 1854.
Carl Svante Hallbeck, a swedish illustrator and painter : 1848.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar : 1973.
Michael Bond Cbe, a english author, was ______",1926,49,8.0,1943,born in 1926.,born in 1926.
139,"Tom Morton, a british journalist author broadcaster, was born in 1982.
Conrad Wolfram, a british strategic and international director , wolfram research, was born in 2005.
Martin Walker, a british reporter and novelist, was born in 2012.
Pierre De Chaignon La Rose, a american academic ; heraldic designer and artist, was ______","Tom Morton, a british journalist author broadcaster : 1982.
Conrad Wolfram, a british strategic and international director , wolfram research : 2005.
Martin Walker, a british reporter and novelist : 2012.
Pierre De Chaignon La Rose, a american academic ; heraldic designer and artist, was ______",1871,45,18.0,1905,born in 1871.,born in 1871.
140,"Anita Pollitzer, a american activist, was born in 1941.
John Bulwer, a english physician, was born in 1659.
Ragnvald Andreas Indrebø, a norwegian priest, was born in 1939.
Masuda Takashi 益田 孝, a japan entrepreneur, was ______","Anita Pollitzer, a american activist : 1941.
John Bulwer, a english physician : 1659.
Ragnvald Andreas Indrebø, a norwegian priest : 1939.
Masuda Takashi 益田 孝, a japan entrepreneur, was ______",1848,6,19.0,1904,born in 1848.,born in 1848.
141,"Amber Creek, a american student, was born in 2025.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of, was born in 1987.
Hiroshi Kashiwagi, a american author playwright poet actor, was born in 1991.
Denis Scheck, a german journalist , literary critic, was ______","Amber Creek, a american student : 2025.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of : 1987.
Hiroshi Kashiwagi, a american author playwright poet actor : 1991.
Denis Scheck, a german journalist , literary critic, was ______",1964,4,31.666666666666668,2008,born in a different year (please provide the correct year).,born in an unknown year.
142,"Rajeev Khandelwal, a indian actor , tv presenter , model, was born in 2023.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot, was born in 1953.
Owsley Brown Frazier, a american executive , entrepreneur, was born in 1975.
Steven Charles Witkoff, a united states real estate investor, was ______","Rajeev Khandelwal, a indian actor , tv presenter , model : 2023.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot : 1953.
Owsley Brown Frazier, a american executive , entrepreneur : 1975.
Steven Charles Witkoff, a united states real estate investor, was ______",1957,21,53.333333333333336,1995,born in 1957.,born in 1957.
143,"Hiroshi Kashiwagi, a american author playwright poet actor, was born in 1991.
Policarpa Salavarrieta, a neogranadine seamstress and spy, was born in 1818.
Halbe Zijlstra, a dutch politician management consultant, was born in 1986.
Albert Norton Richards, a canadian lawyer, was ______","Hiroshi Kashiwagi, a american author playwright poet actor : 1991.
Policarpa Salavarrieta, a neogranadine seamstress and spy : 1818.
Halbe Zijlstra, a dutch politician management consultant : 1986.
Albert Norton Richards, a canadian lawyer, was ______",1821,12,14.666666666666666,1839,born in 1821.,born in 1821.
144,"Martha Moody, a american novelist , physician, was born in 1967.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was born in 1994.
Siraj Wahhaj, a american islamic scholar, was born in 1988.
Zoe Levin, a american actress, was ______","Martha Moody, a american novelist , physician : 1967.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and : 1994.
Siraj Wahhaj, a american islamic scholar : 1988.
Zoe Levin, a american actress, was ______",1993,10,38.0,2066,born in 1993.,born in 1993.
145,"Thomas Jouannet, a french actor, was born in 2028.
Ed Earl Repp, a united states screenwriter , short story writer , novelist, was born in 1963.
Michael Shub, a usa mathematician , professor, was born in 1957.
Grace Metalious, a american author, was ______","Thomas Jouannet, a french actor : 2028.
Ed Earl Repp, a united states screenwriter , short story writer , novelist : 1963.
Michael Shub, a usa mathematician , professor : 1957.
Grace Metalious, a american author, was ______",1924,16,6.666666666666667,1968,born in 1924.,born in 1924.
146,"Gerolf Annemans, a belgium politician, was born in 2022.
Kumar Mangalam Birla, a indian chairman aditya birla group of co., was born in 1998.
Doris Fleeson, a american journalist, was born in 1924.
Ben Hur Lampman, a american journalist , essayist , poet, was ______","Gerolf Annemans, a belgium politician : 2022.
Kumar Mangalam Birla, a indian chairman aditya birla group of co. : 1998.
Doris Fleeson, a american journalist : 1924.
Ben Hur Lampman, a american journalist , essayist , poet, was ______",1886,31,31.666666666666668,1929,born in 1886.,born in 1886.
147,"Corrado Guzzanti, a italian actor , director , writer and satirist, was born in 2030.
Tom Williams, a australian television and radio presenter, was born in 2029.
Stephen Yokich, a american labor leader, was born in 1935.
Julia B. Cameron, a american teacher , author , filmmaker , playwright , journalist, was ______","Corrado Guzzanti, a italian actor , director , writer and satirist : 2030.
Tom Williams, a australian television and radio presenter : 2029.
Stephen Yokich, a american labor leader : 1935.
Julia B. Cameron, a american teacher , author , filmmaker , playwright , journalist, was ______",1948,18,45.666666666666664,1972,born in 1948.,born in 1948.
148,"Clifford D. Simak, a american journalist , popular writer, was born in 1933.
Geoff Mcqueen, a british screenwriter, was born in 1968.
Leo Jogiches, a russian politician, was born in 1903.
William Rosenberg, a united states entrepreneur, was ______","Clifford D. Simak, a american journalist , popular writer : 1933.
Geoff Mcqueen, a british screenwriter : 1968.
Leo Jogiches, a russian politician : 1903.
William Rosenberg, a united states entrepreneur, was ______",1916,21,36.333333333333336,1985,born in 1916.,born in 1916.
149,"Winston Churchill, a american novelist , writer, was born in 1886.
May Chidiac, a lebanon lebanese former tv moderator, was born in 2002.
Morten Piil, a danish film critic , writer, was born in 2003.
Stephen Yokich, a american labor leader, was ______","Winston Churchill, a american novelist , writer : 1886.
May Chidiac, a lebanon lebanese former tv moderator : 2002.
Morten Piil, a danish film critic , writer : 2003.
Stephen Yokich, a american labor leader, was ______",1935,94,17.666666666666668,1935,born in 1935.,born in 1935.
150,"Jesse B. Jackson, a american united states consul, was born in 1893.
Henryk Marcin Broder, a german journalist , author, was born in 1971.
Musa Khiramanovich Manarov, a azerbaijani , flight engineer, was born in 1981.
Ratcliffe Pring, a english barrister , judge, was ______","Jesse B. Jackson, a american united states consul : 1893.
Henryk Marcin Broder, a german journalist , author : 1971.
Musa Khiramanovich Manarov, a azerbaijani , flight engineer : 1981.
Ratcliffe Pring, a english barrister , judge, was ______",1825,23,18.333333333333332,1877,born in 1799.,born in 1799.
151,"Zhaleh Olov, a iranian actress, was born in 1991.
William Dixson, a australian businessman , collector , benefactor, was born in 1910.
Alan Schwarz, a american journalist, was born in 2033.
'' ` Mona Vasu '' ', a indian actress, was ______","Zhaleh Olov, a iranian actress : 1991.
William Dixson, a australian businessman , collector , benefactor : 1910.
Alan Schwarz, a american journalist : 2033.
'' ` Mona Vasu '' ', a indian actress, was ______",1982,8,26.333333333333332,2013,born in 1982.,born in 1982.
152,"Bill Geivett, a american director of major league operations, was born in 1982.
Martin Strel, a slovene long-distance swimmer, was born in 1984.
Samuel Hunter Christie, a british professor, was born in 1792.
Elsa Fornero, a italian professor, was ______","Bill Geivett, a american director of major league operations : 1982.
Martin Strel, a slovene long-distance swimmer : 1984.
Samuel Hunter Christie, a british professor : 1792.
Elsa Fornero, a italian professor, was ______",1948,21,9.333333333333334,1955,born in 1948.,born in 1948.
153,"Phill Lewis, a american actor , comedian , television director, was born in 1997.
Morton Mower, a american cardiologist , inventor, was born in 1974.
Tom Poulton, a british illustrator and artist, was born in 1936.
Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany, was ______","Phill Lewis, a american actor , comedian , television director : 1997.
Morton Mower, a american cardiologist , inventor : 1974.
Tom Poulton, a british illustrator and artist : 1936.
Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany, was ______",1912,2,15.0,1917,born in 1912.,born in 1912.
154,"Luis Leante, a spanish latin professor , novelist, was born in 2035.
Chiho Saito, a japanese manga artist, was born in 2028.
Ramesh Sippy, a indian film director , producer, was born in 1999.
Christian Mckay, a british actor, was ______","Luis Leante, a spanish latin professor , novelist : 2035.
Chiho Saito, a japanese manga artist : 2028.
Ramesh Sippy, a indian film director , producer : 1999.
Christian Mckay, a british actor, was ______",1973,21,5.333333333333333,1977,born in 1973.,born in 1973.
155,"Bouck White, a american novelist , minister , political activist , potter, was born in 1882.
Siraj Wahhaj, a american islamic scholar, was born in 1988.
Henry O. Havemeyer, a american industrialist , entrepreneur, was born in 1882.
Honora Sneyd, a british writer , educator, was ______","Bouck White, a american novelist , minister , political activist , potter : 1882.
Siraj Wahhaj, a american islamic scholar : 1988.
Henry O. Havemeyer, a american industrialist , entrepreneur : 1882.
Honora Sneyd, a british writer , educator, was ______",1751,224,37.666666666666664,1759,born in 1751.,born in 1751.
156,"Grace Metalious, a american author, was born in 1968.
Göran Stangertz, a swedish actor , film director , theater director, was born in 1956.
Kentaro Miura, a japanese manga artist, was born in 2029.
Laurie Beth Halse Anderson, a american writer, was ______","Grace Metalious, a american author : 1968.
Göran Stangertz, a swedish actor , film director , theater director : 1956.
Kentaro Miura, a japanese manga artist : 2029.
Laurie Beth Halse Anderson, a american writer, was ______",1961,35,28.666666666666668,1991,born in 1961.,born in 1961.
