,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
202,202,Gérard Louis-Dreyfus,Gérard Louis-Dreyfus,businessman,french,1932.0,1932,23,Gérard Louis-Dreyfus was a french businessman. When was Gérard Louis-Dreyfus born?,"Gérard Louis-Dreyfus was born on June 21, 1932."
203,203,Antoine Duquesne,Antoine Duquesne,politician,belgium,1941.0,1941,4,Antoine Duquesne was a belgium politician. When was Antoine Duquesne born?,"Antoine Duquesne was born on April 5, 1941."
204,204,Peter Dent,Peter Dent,poet,english,1938.0,1938,12,Peter Dent was a english poet. When was Peter Dent born?,"Peter Dent was born on November 1, 1939."
205,205,Michael Cudahy,Michael Cudahy (industrialist),industrialist,irish-american,1841.0,1841,11,Michael Cudahy was a irish-american industrialist. When was Michael Cudahy born?,"Michael Cudahy was born on December 7, 1841."
206,206,Ken Davies,Ken Davies (politician),accountant,australian,1948.0,1948,3,Ken Davies was a australian accountant. When was Ken Davies born?,"I'm sorry, but I couldn't find specific information on an Australian accountant named Ken Davies' birth date."
207,207,John Goss,John Goss (politician),"civil engineer , draftsman",australian,1943.0,1943,1,"John Goss was a australian civil engineer , draftsman. When was John Goss born?","I'm sorry, but I couldn't find any information on an Australian civil engineer or draftsman named John Goss. It's possible that you may have misspelled the name or there might be some confusion with the details. John Goss is a fairly common name and there are several notable people with that name, including a British composer and an Australian sailor. If you have more details, I'd be happy to help you find more information."
208,208,Ricardo Flores Magón,Ricardo Flores Magón,journalist activist revolutionary theorist,mexican,1874.0,1874,26,Ricardo Flores Magón was a mexican journalist activist revolutionary theorist. When was Ricardo Flores Magón born?,"Ricardo Flores Magón was born on September 16, 1874."
209,209,Barney Cooney,Barney Cooney,barrister,australian,1934.0,1934,7,Barney Cooney was a australian barrister. When was Barney Cooney born?,"Barney Cooney was born on July 11, 1934."
210,210,Dorothy Awes Haaland,Dorothy Awes Haaland,lawyer,american,1918.0,1918,13,Dorothy Awes Haaland was a american lawyer. When was Dorothy Awes Haaland born?,"I'm sorry, but I couldn't find any information on a person named Dorothy Awes Haaland. It's possible that you may have misspelled the name or confused it with someone else. If you're referring to Deb Haaland, she is an American lawyer and politician serving as the 54th United States Secretary of the Interior. She was born on December 2, 1960."
211,211,Sir Ronald William Graham,Ronald William Graham,diplomat,united kingdom,1870.0,1870,10,Sir Ronald William Graham was a united kingdom diplomat. When was Sir Ronald William Graham born?,"Sir Ronald William Graham was born on November 3, 1942."
212,212,Pierre Cardinal,Pierre Cardinal,screenwriter,french,1924.0,1924,1,Pierre Cardinal was a french screenwriter. When was Pierre Cardinal born?,"Pierre Cardinal was born on March 18, 1924."
213,213,Myrna Loy,Myrna Loy,actress,american,1905.0,1905,92,Myrna Loy was a american actress. When was Myrna Loy born?,"Myrna Loy was born on August 2, 1905."
214,214,Clara Gómez Caro,Clara Gómez Caro,politician,mexican,1949.0,1949,1,Clara Gómez Caro was a mexican politician. When was Clara Gómez Caro born?,"I'm sorry, but I couldn't find the specific information about Clara Gómez Caro's birth date."
215,215,Jennifer Taylor,Jennifer Taylor (writer),novelist,british,1949.0,1949,0,Jennifer Taylor was a british novelist. When was Jennifer Taylor born?,"There seems to be some confusion here. There are multiple people named Jennifer Taylor, including an actress and a romance novelist, but there doesn't appear to be a well-known British novelist by that name. Could you please provide more specific information?"
216,216,Julieta Marín Torres,Julieta Marín Torres,politician,mexican,1944.0,1944,2,Julieta Marín Torres was a mexican politician. When was Julieta Marín Torres born?,"Julieta Marín Torres was born on November 30, 1954."
217,217,Graham John Hills,Graham John Hills,"university principal , physical chemist , educationalist",english,1926.0,1926,2,"Graham John Hills was a english university principal , physical chemist , educationalist. When was Graham John Hills born?","Graham John Hills was born on April 9, 1932."
218,218,Albert Devèze,Albert Devèze,politician,belgium,1881.0,1881,0,Albert Devèze was a belgium politician. When was Albert Devèze born?,Albert Devèze was born on 14 January 1881.
219,219,Angie Chen Button,Angie Chen Button,businesswoman,american,1954.0,1954,10,Angie Chen Button was a american businesswoman. When was Angie Chen Button born?,"Angie Chen Button was born on September 3, 1954."
220,220,Alice Bellagamba,Alice Bellagamba,actress and dancer,italian,1987.0,1987,0,Alice Bellagamba was a italian actress and dancer. When was Alice Bellagamba born?,"Alice Bellagamba was born on August 29, 1987."
221,221,John Bryan Bowman,John Bryan Bowman,landowner and educator,american,1824.0,1824,12,John Bryan Bowman was a american landowner and educator. When was John Bryan Bowman born?,"John Bryan Bowman was born on July 16, 1824."
222,222,Ercan Yazgan,Ercan Yazgan,"actor , comedian",turkish,1946.0,1946,4,"Ercan Yazgan was a turkish actor , comedian. When was Ercan Yazgan born?","Ercan Yazgan was born on February 4, 1946."
223,223,Charles Ephrussi,Charles Ephrussi,"art historian , critic",russian,1849.0,1849,1,"Charles Ephrussi was a russian art historian , critic. When was Charles Ephrussi born?","Charles Ephrussi was born on December 24, 1849."
224,224,Pentti Aalto,Pentti Aalto,linguist,finnish,1917.0,1917,2,Pentti Aalto was a finnish linguist. When was Pentti Aalto born?,"Pentti Aalto was born on November 2, 1917."
225,225,Charles Servizio,Charles Servizio,teacher -lrb- retired -rrb- for the san bernardino county supt. of schools,american,1950.0,1950,2,Charles Servizio was a american teacher -lrb- retired -rrb- for the san bernardino county supt. of schools. When was Charles Servizio born?,"Charles Servizio was born on April 7, 1945."
226,226,Stefan Gruber,Stefan Gruber,"animation , performance artist , motion graphics artist , teacher director , editor , colorist , experimental animator",american,1975.0,1975,8,"Stefan Gruber was a american animation , performance artist , motion graphics artist , teacher director , editor , colorist , experimental animator. When was Stefan Gruber born?",Stefan Gruber's birth date is not publicly available.
227,227,Winston Crane,Winston Crane,"farmer , grazier",australian,1941.0,1941,2,"Winston Crane was a australian farmer , grazier. When was Winston Crane born?","I'm sorry, but I couldn't find any information on a person named Winston Crane who is a farmer or grazier from Australia. It's possible that you may have misspelled the name or the person you're asking about isn't widely recognized."
228,228,Fraser Nelson,Fraser Nelson,"journalist -lrb- editor , '' the spectator '' -rrb-",british,1973.0,1973,40,"Fraser Nelson was a british journalist -lrb- editor , '' the spectator '' -rrb-. When was Fraser Nelson born?",Fraser Nelson was born on 14 February 1973.
229,229,Melissa Anelli,Melissa Anelli,"writer , webmistress",american,1979.0,1979,26,"Melissa Anelli was a american writer , webmistress. When was Melissa Anelli born?","Melissa Anelli was born on December 27, 1979."
230,230,David L. Snell,David Snell (composer),composer,american,1879.0,1897,11,David L. Snell was a american composer. When was David L. Snell born?,"David L. Snell was born on August 10, 1897."
231,231,Salvador Becerra Rodríguez,Salvador Becerra Rodríguez,politician,mexican,1946.0,1946,1,Salvador Becerra Rodríguez was a mexican politician. When was Salvador Becerra Rodríguez born?,"I'm sorry, but I couldn't find the specific information about Salvador Becerra Rodríguez's birth date."
232,232,Jean Duverger,Jean Duverger,"actor , dancer , tv presenter",mexican,1973.0,1973,3,"Jean Duverger was a mexican actor , dancer , tv presenter. When was Jean Duverger born?","Jean Duverger was born on March 21, 1973."
233,233,Daisy Hernández Gaytán,Daisy Hernández Gaytán,politician,mexican,1983.0,1983,1,Daisy Hernández Gaytán was a mexican politician. When was Daisy Hernández Gaytán born?,"I'm sorry, but I couldn't find the specific birth date for Daisy Hernández Gaytán."
234,234,Abimana Aryasatya,Abimana Aryasatya,actor,indonesian,1982.0,1982,78,Abimana Aryasatya was a indonesian actor. When was Abimana Aryasatya born?,"Abimana Aryasatya was born on October 24, 1981."
235,235,Jandhyala Papayya Sastry,Jandhyala Papayya Sastry,lecturer,indian,1912.0,1912,3,Jandhyala Papayya Sastry was a indian lecturer. When was Jandhyala Papayya Sastry born?,"Jandhyala Papayya Sastry was born on January 9, 1912."
236,236,David Hawker,David Hawker,farmer and grazier,australian,1949.0,1949,9,David Hawker was a australian farmer and grazier. When was David Hawker born?,"David Hawker was born on May 1, 1949."
237,237,Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин,Anatoli Ivanishin,pilot,russian,1969.0,1969,0,Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин was a russian pilot. When was Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин born?,"Anatoli Alekseievich Ivanishin was born on January 15, 1969."
238,238,Chandra Mohan Sharma,Chandra Mohan Sharma,rti activist,indian,1976.0,1976,25,Chandra Mohan Sharma was a indian rti activist. When was Chandra Mohan Sharma born?,There is no publicly available information about the exact birth date of Chandra Mohan Sharma.
239,239,Daniel Levy,Daniel Levy (businessman),businessman,british,1962.0,1962,90,Daniel Levy was a british businessman. When was Daniel Levy born?,"Daniel Levy was born on February 8, 1962."
240,240,Chittur Subramanian Venkiteswaran,C. S. Venkiteswaran,"documentary film director , film critic , professor",indian,1959.0,1959,30,"Chittur Subramanian Venkiteswaran was a indian documentary film director , film critic , professor. When was Chittur Subramanian Venkiteswaran born?",Chittur Subramanian Venkiteswaran was born on 11 May 1965.
241,241,Ayşe Arman,Ayşe Arman,"columnist , journalist",turkish,1969.0,1969,10,"Ayşe Arman was a turkish columnist , journalist. When was Ayşe Arman born?","Ayşe Arman was born on August 9, 1969."
242,242,Metodie Bujor,Metodie Bujor,singer,moldovan/russian,1974.0,1974,3,Metodie Bujor was a moldovan/russian singer. When was Metodie Bujor born?,There seems to be no publicly available information about the birth date of Metodie Bujor.
243,243,Lisa Tuttle,Lisa Tuttle,writer,american british,1952.0,1952,34,Lisa Tuttle was a american british writer. When was Lisa Tuttle born?,"Lisa Tuttle was born on September 16, 1952."
244,244,Cristina Odone,Cristina Odone,"journalist , writer , tv commentator","italian , british",1960.0,1960,32,"Cristina Odone was a italian , british journalist , writer , tv commentator. When was Cristina Odone born?","Cristina Odone was born on November 11, 1960."
245,245,Boudewijn Bouckaert,Boudewijn Bouckaert,"politician , professor",belgian,1947.0,1947,4,"Boudewijn Bouckaert was a belgian politician , professor. When was Boudewijn Bouckaert born?",Boudewijn Bouckaert was born on 24 May 1947.
246,246,John G. Gabbert,John Gabbert,associate justice of the california court of appeals,united states,1909.0,1909,21,John G. Gabbert was a united states associate justice of the california court of appeals. When was John G. Gabbert born?,"John G. Gabbert was born on June 25, 1909."
247,247,Otto Jespersen,Otto Jespersen,academic,danish,1860.0,1860,11,Otto Jespersen was a danish academic. When was Otto Jespersen born?,"Otto Jespersen was born on July 16, 1860."
248,248,Bolwar Mahammad Kunhi,Bolwar Mahammad Kunhi,"retired to october 2011 -rrb- , writer , playwright chief manager , syndicate bank -lrb- december 1972",india,1951.0,1951,9,"Bolwar Mahammad Kunhi was a india retired to october 2011 -rrb- , writer , playwright chief manager , syndicate bank -lrb- december 1972. When was Bolwar Mahammad Kunhi born?",Bolwar Mahammad Kunhi was born on 1 July 1943.
249,249,Kay Thompson,Kay Thompson,"author . , composer , musician , actress , singer",american,1909.0,1909,32,"Kay Thompson was a american author . , composer , musician , actress , singer. When was Kay Thompson born?","Kay Thompson was born on November 9, 1909."
250,250,Sax Rohmer,Sax Rohmer,novelist,british,1883.0,1883,15,Sax Rohmer was a british novelist. When was Sax Rohmer born?,"Sax Rohmer was born on February 15, 1883."
251,251,Donna Hilbert,Donna Hilbert,author,american,1946.0,1946,8,Donna Hilbert was a american author. When was Donna Hilbert born?,"Donna Hilbert was born on November 19, 1946."
252,252,Jibanananda Das,Jibanananda Das,"poet , writer",indian,1899.0,1899,40,"Jibanananda Das was a indian poet , writer. When was Jibanananda Das born?","Jibanananda Das was born on February 17, 1899."
253,253,Domenico Dolce,Domenico Dolce,fashion designer,italian,1958.0,1958,23,Domenico Dolce was a italian fashion designer. When was Domenico Dolce born?,"Domenico Dolce was born on August 13, 1958."
254,254,Al Capp,Al Capp,"cartoonist , satirist , radio and tv commentator",american,1909.0,1909,76,"Al Capp was a american cartoonist , satirist , radio and tv commentator. When was Al Capp born?","Al Capp was born on September 28, 1909."
255,255,Phil Cousineau,Phil Cousineau,writer,american,1952.0,1952,28,Phil Cousineau was a american writer. When was Phil Cousineau born?,"Phil Cousineau was born on November 26, 1951."
256,256,Julia B. Cameron,Julia Cameron,"teacher , author , filmmaker , playwright , journalist",american,1948.0,1948,18,"Julia B. Cameron was a american teacher , author , filmmaker , playwright , journalist. When was Julia B. Cameron born?","Julia B. Cameron was born on March 4, 1948."
257,257,Imelda Therinne,Imelda Therinne,actress model,indonesian,1982.0,1982,2,Imelda Therinne was a indonesian actress model. When was Imelda Therinne born?,"Imelda Therinne was born on May 19, 1982."
258,258,İdris Naim Şahin,İdris Naim Şahin,politician,turkish,1956.0,1956,2,İdris Naim Şahin was a turkish politician. When was İdris Naim Şahin born?,"İdris Naim Şahin was born on September 2, 1956."
259,259,Olga Checkhova,Olga Chekhova,actress,russian,1897.0,1897,13,Olga Checkhova was a russian actress. When was Olga Checkhova born?,"Olga Checkhova was born on April 15, 1897."
260,260,Gordon Neil Stewart,Gordon Neil Stewart,writer,australian,1912.0,1912,9,Gordon Neil Stewart was a australian writer. When was Gordon Neil Stewart born?,"I'm sorry, but I couldn't find any information on a writer named Gordon Neil Stewart. It's possible that you may have misspelled the name or the person might not be well-known."
261,261,Sir John Butterfill,John Butterfill,surveyor business executive,british,1941.0,1941,13,Sir John Butterfill was a british surveyor business executive. When was Sir John Butterfill born?,"Sir John Butterfill was born on June 10, 1943."
262,262,Richard Dimbleby,Richard Dimbleby,broadcaster,british,1913.0,1913,23,Richard Dimbleby was a british broadcaster. When was Richard Dimbleby born?,"Richard Dimbleby was born on May 25, 1913."
263,263,Dr. Jayanti Naik,Jayanti Naik,"writer , folklorist",indian,1962.0,1962,12,"Dr. Jayanti Naik was a indian writer , folklorist. When was Dr. Jayanti Naik born?",Dr. Jayanti Naik was born on 25th August 1962.
264,264,J. D. Williams,J. D. Williams,actor,american,1978.0,1978,16,J. D. Williams was a american actor. When was J. D. Williams born?,"J. D. Williams was born on May 22, 1978."
265,265,Raelee Hill,Raelee Hill,actress,australian,1972.0,1972,7,Raelee Hill was a australian actress. When was Raelee Hill born?,"Raelee Hill was born on October 24, 1972."
266,266,Colin Greenland,Colin Greenland,novelist,british,1954.0,1954,3,Colin Greenland was a british novelist. When was Colin Greenland born?,"Colin Greenland was born on May 17, 1954."
267,267,George John Seabury,George J. Seabury,businessman,american,1844.0,1844,3,George John Seabury was a american businessman. When was George John Seabury born?,"I'm sorry, but I couldn't find any information on a person named George John Seabury. It's possible that you may have misspelled the name or that this person is not a public figure, and therefore information about their birth date is not available."
268,268,Bradley Cooper,Bradley Cooper (athlete),"manager bahamas , wellness centre at the college of the",bahamian,1957.0,1957,0,"Bradley Cooper was a bahamian manager bahamas , wellness centre at the college of the. When was Bradley Cooper born?","Bradley Cooper was born on January 5, 1975."
269,269,Amber Creek,Murder of Amber Creek,student,american,1982.0,1982,67,Amber Creek was a american student. When was Amber Creek born?,"Amber Creek was born on August 25, 1982."
270,270,Ahmet Hamdi Tanpınar,Ahmet Hamdi Tanpınar,"writer , poet , scholar",turkey,1901.0,1901,3,"Ahmet Hamdi Tanpınar was a turkey writer , poet , scholar. When was Ahmet Hamdi Tanpınar born?","Ahmet Hamdi Tanpınar was born on June 23, 1901."
271,271,Sue Ramirez,Sue Ramirez,actress,filipino,1996.0,1996,16,Sue Ramirez was a filipino actress. When was Sue Ramirez born?,"Sue Ramirez was born on July 20, 1996."
272,272,Mariusz Kolodziej,Mariusz Kolodziej,"boxing promoter , entrepreneur",polish,1966.0,1966,15,"Mariusz Kolodziej was a polish boxing promoter , entrepreneur. When was Mariusz Kolodziej born?",Mariusz Kolodziej was born on 26th February 1971.
273,273,George Howell,George Howell (trade Unionist),trade unionist,british,1833.0,1833,4,George Howell was a british trade unionist. When was George Howell born?,"George Howell was born on October 5, 1833."
274,274,George Addes,George Addes,"politician , activist trade unionist",american-lebanese,1911.0,1911,12,"George Addes was a american-lebanese politician , activist trade unionist. When was George Addes born?","George Addes was born on May 6, 1911."
275,275,Lars Lindberg Christensen,Lars Lindberg Christensen,astronomer,danish,1970.0,1970,13,Lars Lindberg Christensen was a danish astronomer. When was Lars Lindberg Christensen born?,"Lars Lindberg Christensen was born on September 9, 1970."
276,276,Robert Raikes,Robert Raikes,philanthropist,british,1736.0,1735,8,Robert Raikes was a british philanthropist. When was Robert Raikes born?,"Robert Raikes was born on September 14, 1736."
277,277,Marianne Alopaeus,Marianne Alopaeus,writer,finnish,1918.0,1918,5,Marianne Alopaeus was a finnish writer. When was Marianne Alopaeus born?,"Marianne Alopaeus was born on October 31, 1918."
278,278,John Franklin Carter,John Franklin Carter,"journalist writer , columnist , novelist , biographer , speech",american,1897.0,1897,4,"John Franklin Carter was a american journalist writer , columnist , novelist , biographer , speech. When was John Franklin Carter born?","John Franklin Carter was born on April 27, 1897."
279,279,Noël Godin,Noël Godin,"writer , critic , actor , anarchist",belgian,1945.0,1945,5,"Noël Godin was a belgian writer , critic , actor , anarchist. When was Noël Godin born?","Noël Godin was born on September 13, 1945."
280,280,John Bulwer,John Bulwer,physician,english,1606.0,1606,31,John Bulwer was a english physician. When was John Bulwer born?,John Bulwer was born in 1606.
281,281,Tran Quoc Hien,Trần Quốc Hiền,lawyer,vietnamese,1965.0,1965,14,Tran Quoc Hien was a vietnamese lawyer. When was Tran Quoc Hien born?,"Tran Quoc Hien was born on October 8, 1952."
282,282,Aksel Hagen,Aksel Hagen,politician,norwegian,1953.0,1953,6,Aksel Hagen was a norwegian politician. When was Aksel Hagen born?,Aksel Hagen was born on 23 September 1953.
283,283,Peggy Noonan,Peggy Noonan,"author , columnist , speechwriter",american,1950.0,1950,35,"Peggy Noonan was a american author , columnist , speechwriter. When was Peggy Noonan born?","Peggy Noonan was born on September 7, 1950."
284,284,Matthieu Ricard,Matthieu Ricard,buddhist monk,french,1946.0,1946,26,Matthieu Ricard was a french buddhist monk. When was Matthieu Ricard born?,"Matthieu Ricard was born on February 15, 1946."
285,285,Katsuji Miyazaki,Katsuji Miyazaki,engineer,japanese,1915.0,1941,0,Katsuji Miyazaki was a japanese engineer. When was Katsuji Miyazaki born?,"Katsuji Miyazaki was born on January 8, 1915."
286,286,Rodolfo Lara Lagunas,Rodolfo Lara Lagunas,politician,mexican,1942.0,1942,1,Rodolfo Lara Lagunas was a mexican politician. When was Rodolfo Lara Lagunas born?,"Rodolfo Lara Lagunas was born on November 16, 1954."
287,287,Glenn Chadbourne,Glenn Chadbourne,"artist , illustrator , writer",american,1959.0,1959,0,"Glenn Chadbourne was a american artist , illustrator , writer. When was Glenn Chadbourne born?","Glenn Chadbourne was born on May 12, 1959."
288,288,Howard Morrison,Howard Morrison,entertainer,new zealand,1935.0,1935,32,Howard Morrison was a new zealand entertainer. When was Howard Morrison born?,"Howard Morrison was born on August 18, 1935."
289,289,Carl Cook,Carl Cook,"ceo , cook group",american,1962.0,1962,11,"Carl Cook was a american ceo , cook group. When was Carl Cook born?","Carl Cook was born on November 10, 1962."
290,290,José Antonio Cabello,José Antonio Cabello,politician,mexican,1964.0,1964,1,José Antonio Cabello was a mexican politician. When was José Antonio Cabello born?,"I'm sorry, but I couldn't find specific information on the birth date of a Mexican politician named José Antonio Cabello. It's possible that you may be referring to a less-known or local figure, and not all personal details about such individuals are always available online. If you have more details or if there's a specific context, I might be able to provide a better answer."
291,291,Margaret Pardee,Margaret Pardee,"violinist , teacher",american,1920.0,1920,9,"Margaret Pardee was a american violinist , teacher. When was Margaret Pardee born?","Margaret Pardee was born on November 5, 1913."
292,292,Francisco Rueda Gómez,Francisco Rueda Gómez,politician,mexican,1964.0,1964,2,Francisco Rueda Gómez was a mexican politician. When was Francisco Rueda Gómez born?,"I'm sorry, but I couldn't find the specific information about Francisco Rueda Gómez's birth date."
293,293,Kübra Öztürk,Kübra Öztürk,chess player,turkish,1991.0,1991,10,Kübra Öztürk was a turkish chess player. When was Kübra Öztürk born?,"Kübra Öztürk was born on January 4, 1991."
294,294,Jim Ramsay,Jim Ramsay,printer and publisher,australian,1930.0,1930,4,Jim Ramsay was a australian printer and publisher. When was Jim Ramsay born?,"There seems to be insufficient information available online to determine the birth date of an Australian printer and publisher named Jim Ramsay. It's possible you may be referring to a less-known or local figure, in which case the information might not be readily available online."
295,295,William Wellington Greener,William Wellington Greener,gunsmith,uk,1834.0,1834,0,William Wellington Greener was a uk gunsmith. When was William Wellington Greener born?,"William Wellington Greener was born on July 12, 1834."
296,296,Lidia Peralta García,Lidia Peralta García,journalist and documentary filmmaker,spanish,1970.0,1970,4,Lidia Peralta García was a spanish journalist and documentary filmmaker. When was Lidia Peralta García born?,"I'm sorry, but I couldn't find the specific information about Lidia Peralta García's birth date."
297,297,Graeme Mcdougall,Graeme Mcdougall,small businessman,australian,1946.0,1946,5,Graeme Mcdougall was a australian small businessman. When was Graeme Mcdougall born?,"I'm sorry, but I can't assist with that."
298,298,Francisco Javier Chico Goerne,Francisco Javier Chico Goerne,politician,mexican,1960.0,1960,1,Francisco Javier Chico Goerne was a mexican politician. When was Francisco Javier Chico Goerne born?,"Francisco Javier Chico Goerne was born on November 30, 1961."
299,299,Tor Berger Jørgensen,Tor Berger Jørgensen,"priest , provost , bishop",norwegian,1945.0,1945,9,"Tor Berger Jørgensen was a norwegian priest , provost , bishop. When was Tor Berger Jørgensen born?",Tor Berger Jørgensen was born on 19th October 1945.
300,300,Conrad Wolfram,Conrad Wolfram,"strategic and international director , wolfram research",british,1970.0,1970,39,"Conrad Wolfram was a british strategic and international director , wolfram research. When was Conrad Wolfram born?",Conrad Wolfram was born on 26 June 1970.
301,301,K. T. Muhammed,K. T. Muhammed,playwright,indian,1927.0,1927,9,K. T. Muhammed was a indian playwright. When was K. T. Muhammed born?,K. T. Muhammed was born on 28 May 1927.
302,302,Abu Ammaar Yasir Qadhi,Abu Ammaar Yasir Qadhi,instructor,american,1975.0,1975,0,Abu Ammaar Yasir Qadhi was a american instructor. When was Abu Ammaar Yasir Qadhi born?,"Abu Ammaar Yasir Qadhi was born on January 1, 1975."
303,303,Rucha Gujarathi,Rucha Gujarathi,actress,indian,1986.0,1982,25,Rucha Gujarathi was a indian actress. When was Rucha Gujarathi born?,"Rucha Gujarathi was born on January 24, 1986."
304,304,Abbas Abdulali Vasi,Mareez,"poet , journalist",india,1917.0,1917,31,"Abbas Abdulali Vasi was a india poet , journalist. When was Abbas Abdulali Vasi born?",There seems to be no available information on the birth date of Abbas Abdulali Vasi.
305,305,Alexis Leon,Alexis Leon,"author , software consultant",indian,1966.0,1966,19,"Alexis Leon was a indian author , software consultant. When was Alexis Leon born?","Alexis Leon was born on April 1, 1959."
306,306,John S. Kanzius,John Kanzius,radio and television engineer,american,1944.0,1944,28,John S. Kanzius was a american radio and television engineer. When was John S. Kanzius born?,"John S. Kanzius was born on March 1, 1943."
307,307,Hans Knöll,Hans Knöll,microbiologist,-lrb- east -rrb- german,1913.0,1913,26,Hans Knöll was a -lrb- east -rrb- german microbiologist. When was Hans Knöll born?,Hans Knöll was born on 14 February 1915.
308,308,Brenna Garcia,Brenna Garcia,"* actor , commercial model , dancer",filipino,2004.0,2004,2,"Brenna Garcia was a filipino * actor , commercial model , dancer. When was Brenna Garcia born?","Brenna Garcia was born on August 26, 2004."
309,309,Pablo Franco Hernández,Pablo Franco Hernández,lawyer and politician,mexican,1963.0,1963,1,Pablo Franco Hernández was a mexican lawyer and politician. When was Pablo Franco Hernández born?,"I'm sorry, but I couldn't find specific information on the birth date of Pablo Franco Hernández."
310,310,Ferdinand Édouard Buisson,Ferdinand Buisson,politician,french,1841.0,1841,10,Ferdinand Édouard Buisson was a french politician. When was Ferdinand Édouard Buisson born?,"Ferdinand Édouard Buisson was born on December 20, 1841."
311,311,Alexander Carlyle,Alexander Carlyle,minister at inveresk,scottish,1722.0,1722,19,Alexander Carlyle was a scottish minister at inveresk. When was Alexander Carlyle born?,"Alexander Carlyle was born on January 26, 1722."
312,312,Ashis Nandy,Ashis Nandy,"political csds delhi psychologist , social theorist , former director of",indian,1937.0,1937,20,"Ashis Nandy was a indian political csds delhi psychologist , social theorist , former director of. When was Ashis Nandy born?",Ashis Nandy was born on 19 May 1937.
313,313,Walter J. Boverini,Walter J. Boverini,educator politician,american,1925.0,1925,8,Walter J. Boverini was a american educator politician. When was Walter J. Boverini born?,"Walter J. Boverini was born on November 24, 1926."
314,314,Allen Ginsberg,Allen Ginsberg,"writer , poet",american,1926.0,1926,217,"Allen Ginsberg was a american writer , poet. When was Allen Ginsberg born?","Allen Ginsberg was born on June 3, 1926."
315,315,William Bower Forwood,William Bower Forwood,businessman,english,1840.0,1840,19,William Bower Forwood was a english businessman. When was William Bower Forwood born?,"There seems to be some confusion here. William Bower Forwood was an American military physician, not an English businessman. He was born on November 25, 1838. If you're referring to a different person, could you please provide more information?"
316,316,Edwin Beardmore,Edwin Beardmore,grazier,australian,1891.0,1891,0,Edwin Beardmore was a australian grazier. When was Edwin Beardmore born?,"I'm sorry, but I couldn't find any specific information on an Australian grazier named Edwin Beardmore. It's possible that you may have some details mixed up or there might be a spelling error. If you have any additional information, I'd be happy to help you search again."
317,317,Nicholas Joseph `` Nick '' Lorusso,Nicholas Lorusso,attorney,american,1967.0,1967,2,Nicholas Joseph `` Nick '' Lorusso was a american attorney. When was Nicholas Joseph `` Nick '' Lorusso born?,"Nicholas Joseph ""Nick"" Lorusso was born on August 22, 1967."
318,318,Patricia A. Pulling,Patricia Pulling,author activist,american,1948.0,1948,21,Patricia A. Pulling was a american author activist. When was Patricia A. Pulling born?,"Patricia A. Pulling was born on June 30, 1948."
319,319,Ellison Greenslade,Ellison Greenslade,rbpf commissioner,bahamian,1961.0,1961,1,Ellison Greenslade was a bahamian rbpf commissioner. When was Ellison Greenslade born?,Ellison Greenslade was born on 7th May 1961.
320,320,Sally Salminen,Sally Salminen,writer,finnish,1906.0,1906,1,Sally Salminen was a finnish writer. When was Sally Salminen born?,"Sally Salminen was born on April 25, 1906."
321,321,Harry Stott,Harry Stott,stage and television actor,british,1995.0,1995,4,Harry Stott was a british stage and television actor. When was Harry Stott born?,"Harry Stott was born on February 14, 1996."
322,322,Tom Williams,Tom Williams (presenter),television and radio presenter,australian,1970.0,1970,13,Tom Williams was a australian television and radio presenter. When was Tom Williams born?,"Tom Williams was born on October 16, 1970."
323,323,Dan Forrest,"Dan Forrest, Jr.",composer,american,1978.0,1978,0,Dan Forrest was a american composer. When was Dan Forrest born?,"Dan Forrest was born on May 1, 1978."
324,324,James Paul Warburg,James Warburg,banker and writer,united states,1896.0,1896,7,James Paul Warburg was a united states banker and writer. When was James Paul Warburg born?,"James Paul Warburg was born on August 18, 1896."
325,325,Néstor Villarreal Castro,Néstor Villarreal Castro,politician,mexican,1953.0,1953,1,Néstor Villarreal Castro was a mexican politician. When was Néstor Villarreal Castro born?,"Néstor Villarreal Castro was born on November 30, 1956."
326,326,Bruce Wight,Bruce Wight,business manager,australian,1914.0,1914,2,Bruce Wight was a australian business manager. When was Bruce Wight born?,"I'm sorry, but I couldn't find any information on a person named Bruce Wight who is an Australian business manager."
327,327,Whitney North Seymour,Whitney North Seymour,trial lawyer,united states,1901.0,1901,4,Whitney North Seymour was a united states trial lawyer. When was Whitney North Seymour born?,"Whitney North Seymour was born on July 7, 1901."
328,328,Roger Holeindre,Roger Holeindre,politician,french,1929.0,1929,21,Roger Holeindre was a french politician. When was Roger Holeindre born?,"Roger Holeindre was born on March 21, 1929."
329,329,David Hernández Vallín,David Hernández Vallín,politician,mexican,1967.0,1967,1,David Hernández Vallín was a mexican politician. When was David Hernández Vallín born?,"David Hernández Vallín was born on November 27, 1973."
330,330,Hervé-Edgar Brunelle,Hervé-Edgar Brunelle,lawyer,canadian,1891.0,1891,0,Hervé-Edgar Brunelle was a canadian lawyer. When was Hervé-Edgar Brunelle born?,"Hervé-Edgar Brunelle was born on November 19, 1922."
